w0      ed0     a0
30000	17	30
16000	12	27
43500	17	28
35000	16	31
18000	12	30
25000	17	27
13000	12	30
29000	12	29
15800	13	28
3000	10	29
12000	12	25
17000	12	31
11000	12	26
40000	12	31
23000	16	26
10100	16	30
34000	14	33
36000	18	31
1500	12	26
1300	12	27
43000	12	28
11000	11	33
13000	12	28
25000	14	30
40862	16	26
33000	16	30
32000	14	30
22200	12	29
22500	14	31
12000	15	28
24000	16	27
14000	13	32
16000	18	32
14000	9	27
1400	12	30
8000	12	27
38000	19	26
28000	16	29
77000	16	33
15000	12	33
12000	9	33
20684	12	28
28000	12	29
15000	12	31
35000	19	29
12000	14	27
13000	8	28
25000	16	28
30000	16	29
20000	12	25
35000	16	29
15000	14	25
70000	16	32
9400	12	26
28000	13	32
8000	13	26
5000	12	27
8000	12	32
5280	13	28
20108	13	32
26000	16	28
18000	12	27
25000	15	26
3780	15	28
12700	12	33
23000	12	32
47000	12	30
8000	13	31
22000	14	29
2500	10	30
12000	14	26
407	12	27
20000	12	31
40000	12	27
10000	13	28
32500	16	30
24000	12	29
12000	12	28
30000	16	32
12000	12	28
35000	12	28
12000	12	28
18000	13	26
36000	13	29
1500	11	26
21000	12	31
26000	13	30
20000	12	27
12000	13	27
12000	8	27
24000	15	26
20000	13	28
25000	20	32
600	15	27
13000	12	26
27000	15	28
52000	16	28
50000	11	29
17500	12	31
34000	12	29
6200	12	29
19600	12	28
29000	16	33
29000	12	26
14000	12	26
21000	15	29
18000	10	26
22214	12	33
36000	12	27
8000	10	28
30000	12	29
25000	12	31
16000	8	28
45000	16	32
3000	12	30
9000	14	28
26500	14	29
173852	16	28
15000	12	29
14000	12	31
20000	12	27
12600	14	33
14000	13	33
12000	14	30
27000	12	31
28000	12	26
17000	11	30
17500	12	26
16000	12	27
13000	13	26
15000	12	25
15000	12	29
12000	12	30
12000	12	27
20000	13	31
26000	16	30
17000	12	29
42000	16	31
39480	16	30
19000	11	33
2000	14	25
98000	12	26
13000	13	30
13000	12	26
11000	13	26
200	12	27
23000	12	32
17000	12	29
10000	12	29
20000	12	31
11400	13	27
12800	10	26
100	12	33
23000	13	30
23000	16	29
1500	18	29
2500	18	31
24000	16	29
6000	8	32
35000	16	30
24000	12	28
15000	12	27
5000	9	27
17000	12	26
16000	16	25
14000	11	27
14400	17	27
2500	12	29
15000	12	29
10200	14	30
12000	13	28
24000	13	29
1200	12	27
9000	13	31
12000	12	26
25000	16	30
17000	12	28
14000	12	26
16000	12	30
8300	12	26
16640	12	30
20000	12	32
32000	13	33
1500	7	27
30000	15	29
9000	13	33
15000	18	31
15000	6	27
6000	13	32
13000	12	26
12500	12	30
9600	12	27
24000	13	32
14000	13	28
16000	12	30
18000	12	28
8471	15	26
600	9	33
4600	9	28
32000	12	29
10000	12	27
10000	14	32
12200	12	27
20500	12	27
20000	13	27
15000	12	31
6000	12	29
21000	16	26
33000	12	30
7000	9	30
33000	14	29
12000	12	28
19500	16	29
23000	11	26
5139	13	28
12000	16	26
18500	12	31
19688	12	26
31029	19	31
8000	12	29
30000	17	31
16000	12	33
4000	12	27
29000	16	26
10500	12	30
23810	16	30
9000	12	33
16000	17	32
21000	12	26
20000	14	30
15000	12	26
7000	10	28
10000	13	32
18000	12	26
23000	14	32
32000	16	28
16500	15	28
14000	12	27
25177	12	32
29000	12	32
23000	14	29
16920	12	32
7457	12	31
10000	12	27
14500	12	26
19200	12	27
16000	14	26
27000	16	32
18000	12	29
8000	11	25
24000	12	26
17000	15	27
24000	12	32
40000	16	27
27000	16	30
44000	16	29
3000	15	27
20000	12	28
16000	12	27
5000	12	30
15000	16	30
7500	9	27
900	11	27
8000	16	25
26000	11	30
16030	12	26
24500	12	29
13000	16	26
37000	16	32
18888	8	27
17000	12	28
8700	12	26
13000	15	26
13000	11	29
34000	14	28
20100	12	30
25000	12	32
48000	12	28
5900	16	25
14000	10	27
31000	14	32
30000	8	29
7000	12	31
19000	8	33
70000	16	31
15000	14	28
13500	12	28
36000	16	26
15000	16	27
32760	16	32
5000	12	29
23000	13	27
12000	12	28
24000	15	33
17000	12	29
24000	12	29
19000	12	33
10000	15	26
17000	11	32
12751	7	31
17000	14	27
21000	18	28
15000	16	29
173852	12	33
10097	14	29
52000	12	33
30000	12	30
15000	12	32
4700	12	31
40000	16	33
7000	12	26
30000	14	30
20000	9	29
35500	18	32
23000	14	31
27000	13	33
1300	12	29
22000	13	32
34000	16	31
14400	12	27
6500	16	31
25000	12	27
28500	16	29
10000	12	27
24000	12	30
23500	11	32
11000	17	28
24000	17	30
28000	14	32
28000	13	28
12400	13	31
9000	12	30
12500	12	30
17000	12	30
5000	11	31
24000	12	29
30585	16	28
13000	12	32
15500	14	30
18000	12	31
26000	15	30
7793	12	33
42000	13	29
24000	12	32
15000	16	31
18000	12	27
31000	10	27
15000	19	29
40000	18	25
42000	16	28
20000	13	32
19400	12	26
32000	14	29
15000	12	25
10500	12	29
14000	12	31
12000	12	32
16000	12	27
19000	17	28
24000	13	28
300	12	28
10000	16	25
14491	9	33
3600	14	31
18000	12	32
2000	12	27
30000	13	29
15400	12	28
12000	16	29
30000	13	29
19000	10	32
29000	16	31
7500	12	31
21200	12	28
4000	12	30
16000	13	28
10000	12	29
11000	12	30
15000	13	26
17000	17	26
18000	16	27
27000	12	29
12000	13	29
7000	14	33
16800	12	27
8000	14	29
27000	12	27
18000	12	32
8000	13	28
29000	12	28
17000	14	26
23000	12	29
22000	12	29
5500	12	32
37000	16	30
32000	13	28
28000	12	27
7000	12	27
26000	14	29
21000	14	27
28000	12	31
10043	13	30
26000	16	26
25000	14	31
18000	12	30
27000	12	30
35000	16	26
29000	14	31
3000	15	29
9500	16	31
19298	9	26
21000	12	29
2000	12	28
25000	17	27
11011	14	31
25000	14	29
22000	12	29
6000	14	27
11000	12	26
18000	12	31
22360	12	32
23500	12	31
28000	12	28
22000	16	27
4085	16	28
14952	13	32
18000	12	30
27000	18	29
15000	12	27
27000	14	32
20000	12	29
31000	16	33
21000	15	27
23500	16	26
6500	12	32
5000	12	29
7000	12	30
26000	14	27
9880	12	30
29000	16	28
13000	14	27
8000	11	29
21000	10	29
24000	12	29
16600	14	25
4000	10	30
7500	16	30
8000	12	28
25500	15	30
24000	12	25
17000	12	32
13000	12	31
22263	12	26
22000	9	27
16000	12	32
18531	15	32
27000	16	28
6000	12	28
3600	12	25
14000	13	26
36000	16	31
12000	16	29
13000	10	27
37780	16	27
16000	14	32
51000	12	32
200	12	31
15000	12	28
13000	12	26
25000	17	26
12000	10	26
22000	12	30
12000	12	25
12000	12	32
27000	18	28
16000	12	28
8000	16	25
17000	13	31
14000	12	28
5000	12	27
22000	16	33
25000	12	29
18000	12	29
22189	17	26
30000	16	28
1300	12	28
6000	11	29
16300	12	26
18174	14	30
13000	12	29
20000	16	29
19800	12	25
10000	12	28
26000	14	26
5000	12	27
75000	14	32
13000	15	32
14000	14	29
29000	16	29
12000	12	31
7000	12	27
27600	12	29
11000	12	30
56000	12	27
20100	16	30
33000	13	30
50000	16	31
15890	15	30
18500	17	29
5000	12	30
15738	12	32
32000	16	29
40000	17	27
30000	12	26
32000	12	28
18000	16	26
24000	7	33
15000	8	32
8000	12	31
34000	12	28
21000	12	29
24000	12	29
15321	13	28
22000	16	25
45000	14	29
30000	16	27
9000	13	32
14500	14	30
51000	16	29
9000	10	32
2500	13	28
12000	12	26
10554	12	30
21000	15	33
27000	17	27
21000	19	30
63000	14	30
6500	12	27
18000	12	30
22000	16	28
22000	13	26
16000	20	31
9000	20	27
27000	16	28
23770	12	27
18000	12	28
11000	12	28
20000	11	31
65000	17	30
52000	17	27
14000	18	26
17000	12	32
24000	12	30
31000	15	30
15000	12	30
31000	17	27
13000	12	26
33000	16	25
26000	18	32
24000	12	27
9523	17	25
21000	12	28
18000	13	27
1200	12	29
42000	12	31
8200	12	32
14400	12	26
9000	11	26
12000	9	30
16000	8	32
25000	14	32
13000	11	30
600	12	27
13200	12	29
18033	16	31
7000	12	25
49000	16	32
22000	9	30
10000	15	29
7000	11	27
173852	12	30
13000	15	26
3000	12	27
23000	12	26
41000	12	30
52000	20	29
25000	12	27
10000	12	26
21000	12	29
12000	12	29
14000	12	28
793	8	27
18000	15	32
21000	15	29
9000	11	27
7000	12	30
20000	12	26
38500	16	27
22000	14	29
12000	12	31
10500	12	28
32000	17	31
17000	13	30
23000	14	27
17000	12	27
15000	14	32
12800	16	30
17000	13	30
24000	12	28
6000	12	27
12000	12	30
23000	17	33
5000	12	27
20000	16	29
13108	16	31
17000	12	28
37000	12	33
1100	10	26
7000	12	32
14000	12	32
17000	10	30
8000	12	28
20500	16	30
39000	17	27
39980	12	31
700	12	30
14000	12	30
22000	16	31
5000	13	31
33000	16	25
18000	8	26
18000	12	32
46000	14	26
17000	16	31
15000	13	29
19000	13	33
14500	13	29
10000	12	29
28500	16	32
15000	12	32
27000	15	30
53000	16	27
14000	13	33
12000	12	27
24000	14	32
33000	16	33
18000	13	28
14000	13	31
30000	16	32
35000	19	32
16900	12	30
15000	11	25
6000	12	26
35000	12	33
5000	15	29
14781	12	30
21000	12	32
25600	14	29
19000	13	27
12000	14	32
12095	12	27
20000	12	33
17500	15	32
21800	12	26
27000	11	30
19000	11	28
18000	11	26
25000	14	28
41000	16	31
13000	13	27
27692	15	30
14560	10	29
20000	18	26
39000	12	30
7000	12	31
37500	12	30
45000	12	27
10000	12	30
28000	16	33
30000	16	31
16000	12	29
27000	12	26
26000	12	26
21000	17	28
16000	12	33
12000	12	26
6000	13	31
5000	12	31
1600	12	27
28500	16	29
23687	12	26
28000	9	27
24000	10	33
10000	13	32
11000	12	26
11000	12	26
7000	15	26
19000	12	30
30000	15	29
44000	14	33
38433	12	30
28000	12	27
6000	9	30
40000	16	33
45000	17	32
23000	16	26
35000	9	33
25000	12	28
14000	13	26
22000	12	26
22000	12	27
10000	12	28
30000	14	27
7000	12	28
33000	12	27
14000	12	33
23000	12	26
11000	13	30
18000	12	26
23000	14	26
15600	10	27
13000	12	30
13075	16	28
20000	11	28
15000	15	27
23800	12	33
43000	16	32
19000	12	31
23000	16	33
12000	13	27
15000	12	29
2000	9	30
16500	14	28
26000	16	29
22000	14	33
18000	14	28
5000	12	29
17700	16	27
31000	16	29
23500	13	27
2000	11	27
13000	12	30
9000	12	28
20000	12	30
14000	13	27
29000	15	32
13000	12	33
7100	13	33
14000	12	32
25000	10	26
6690	12	31
13000	12	28
1100	12	28
24000	11	28
9000	12	29
10000	12	26
12000	14	30
5000	11	26
17800	13	26
22000	16	30
12500	12	29
6000	12	25
9000	13	31
8000	14	27
9000	12	32
28000	16	28
17856	12	29
7200	9	27
500	16	28
21000	16	29
20000	12	27
19000	12	31
25000	14	30
20000	12	26
26000	16	30
19000	12	28
24800	13	29
10000	13	30
19000	12	29
14400	12	28
11388	10	32
12000	14	29
28000	18	32
36000	16	29
19000	16	26
9000	10	27
7000	12	27
14000	16	28
6000	14	30
14536	12	27
6800	12	27
10000	12	26
23400	12	27
6500	12	30
50000	18	32
17000	10	30
15000	12	30
26000	16	26
12000	14	31
25000	14	26
21000	14	32
24000	12	29
6000	12	27
7500	12	29
13000	12	27
7000	12	28
24597	16	27
33000	12	26
2000	12	29
18600	17	32
10000	12	27
7000	12	27
